Mod:Item:MetaData, Localized Name
integrateddynamics:menril_door, 门瑞欧木门
integrateddynamics:menril_torch:0, 门瑞欧火把
integrateddynamics:menril_torch_stone:0, 门瑞欧石柄火把
integrateddynamics:menril_planks_stairs:0, 门瑞欧木楼梯
integrateddynamics:crystalized_menril_block_stairs:0, 门瑞欧结晶楼梯
integrateddynamics:crystalized_menril_brick_stairs:0, 门瑞欧晶砖楼梯
integrateddynamics:delay:0, 延迟器
integrateddynamics:block_liquid_chorus:0, 紫颂果汁
integrateddynamics:crystalized_chorus_block, 紫颂果结晶块
integrateddynamics:crystalized_chorus_brick, 紫颂果结晶砖
integrateddynamics:crystalized_chorus_block_stairs:0, 紫颂果结晶楼梯
integrateddynamics:crystalized_chorus_brick_stairs:0, 紫颂果晶砖楼梯
integrateddynamics:mechanical_squeezer:0, 电动挤压机
integrateddynamics:mechanical_drying_basin:0, 电动烘干池
integrateddynamics:wrench, 门瑞欧结晶扳手
integrateddynamics:variable, 变量卡
integrateddynamics:labeller, 注释器
integrateddynamics:facade, 伪装方块
integrateddynamics:crystalized_menril_chunk, 门瑞欧结晶碎片
integrateddynamics:variable_transformer:0, 变量输出零件
integrateddynamics:variable_transformer:1, 变量输入零件
integrateddynamics:menril_berries, 门瑞欧浆果
integrateddynamics:portable_logic_programmer, 便携式逻辑编程器
integrateddynamics:on_the_dynamics_of_integration, 论集成动力
integrateddynamics:crystalized_chorus_chunk, 紫颂果结晶碎片
integrateddynamics:logic_director, 逻辑导向零件
baubles:ring:0, 矿工指环
enderio:item_enderface, 末影接口
enderio:item_conduit_facade:0, 导管框架
enderio:item_conduit_facade:1, 硬化导管框架
enderio:item_conduit_facade:2, 透明导管框架
enderio:item_conduit_facade:3, 透明硬化导管框架
enderio:item_basic_capacitor:0, 基础电容
enderio:item_basic_capacitor:1, 双层电容
enderio:item_basic_capacitor:2, 八位电容
enderio:block_alloy:0, 磁钢块
enderio:block_alloy:1, 充能合金块
enderio:block_alloy:2, 脉冲合金块
enderio:block_alloy:3, 红石合金块
enderio:block_alloy:4, 导电铁块
enderio:block_alloy:5, 充能铁块
enderio:block_alloy:6, 玄钢块
enderio:block_alloy:7, 魂金块
enderio:block_alloy:8, 末影钢块
enderio:block_alloy:9, 铁合金块
enderio:item_alloy_ingot:0, 磁钢锭
enderio:item_alloy_ingot:1, 充能合金锭
enderio:item_alloy_ingot:2, 脉冲合金锭
enderio:item_alloy_ingot:3, 红石合金锭
enderio:item_alloy_ingot:4, 导电铁锭
enderio:item_alloy_ingot:5, 充能铁锭
enderio:item_alloy_ingot:6, 玄钢锭
enderio:item_alloy_ingot:7, 魂金锭
enderio:item_alloy_ingot:8, 末影钢锭
enderio:item_alloy_ingot:9, 铁合金锭
enderio:item_alloy_nugget:0, 磁钢粒
enderio:item_alloy_nugget:1, 充能合金粒
enderio:item_alloy_nugget:2, 脉冲合金粒
enderio:item_alloy_nugget:3, 红石合金粒
enderio:item_alloy_nugget:4, 导电铁粒
enderio:item_alloy_nugget:5, 充能铁粒
enderio:item_alloy_nugget:6, 玄钢粒
enderio:item_alloy_nugget:7, 魂金粒
enderio:item_alloy_nugget:8, 末影钢粒
enderio:item_alloy_nugget:9, 铁合金粒
enderio:item_alloy_ball:0, 磁钢磨珠
enderio:item_alloy_ball:1, 充能合金磨珠
enderio:item_alloy_ball:2, 脉冲合金磨珠
enderio:item_alloy_ball:3, 红石合金磨珠
enderio:item_alloy_ball:4, 导电铁磨珠
enderio:item_alloy_ball:5, 充能铁磨珠
enderio:item_alloy_ball:6, 玄钢磨珠
enderio:item_alloy_ball:7, 魂金磨珠
enderio:item_alloy_ball:8, 末影钢磨珠
enderio:item_alloy_ball:9, 铁合金磨珠
enderio:item_material:0, 简易机器框架
enderio:item_material:1, 工业机器框架
enderio:item_material:2, 机器零件
enderio:item_material:3, 光伏板
enderio:item_material:4, 导管粘合剂
enderio:item_material:5, 硅
enderio:item_material:6, 滑翔机翼
enderio:item_material:7, 滑翔机
enderio:item_material:8, 营养精华棒
enderio:item_material:9, 木齿轮
enderio:item_material:10, 石齿轮
enderio:item_material:11, 铁齿轮
enderio:item_material:12, 充能合金齿轮
enderio:item_material:13, 脉冲合金齿轮
enderio:item_material:14, 充能水晶
enderio:item_material:15, 脉冲水晶
enderio:item_material:16, 末影水晶
enderio:item_material:17, 诱引水晶
enderio:item_material:18, 天气水晶
enderio:item_material:19, 预知水晶
enderio:item_material:20, 基岩粉
enderio:item_material:21, 面粉
enderio:item_material:22, 导管粘合胚料
enderio:item_material:23, 煤粉
enderio:item_material:24, 铁粉
enderio:item_material:25, 金粉
enderio:item_material:26, 铜粉
enderio:item_material:27, 锡粉
enderio:item_material:28, 末影珍珠粉
enderio:item_material:29, 黑曜石粉
enderio:item_material:30, 阿迪特粉
enderio:item_material:31, 钴粉
enderio:item_material:32, 青金石粉
enderio:item_material:33, 石英粉
enderio:item_material:34, 预知水晶粉
enderio:item_material:35, 脉冲水晶粉
enderio:item_material:36, 充能水晶粉
enderio:item_material:37, 末影水晶粉
enderio:item_material:38, 光伏粉
enderio:item_material:39, 末影锭粗胚
enderio:item_material:40, 僵尸电极
enderio:item_material:41, Z-逻辑控制器
enderio:item_material:42, 人造僵尸
enderio:item_material:43, 末影谐振器
enderio:item_material:44, 意识末影谐振器
enderio:item_material:45, 骷髅契约板
enderio:item_material:46, 植物碎叶
enderio:item_material:47, 松散枯草
enderio:item_material:48, 有机绿色染料
enderio:item_material:49, 有机棕色染料
enderio:item_material:50, 有机黑色染料
enderio:item_material:51, 工业涂料
enderio:item_material:52, 灵魂协调涂料
enderio:item_material:53, 灵魂机器框架
enderio:item_material:54, 强化机器框架
enderio:item_material:55, 离魂机器框架
enderio:item_material:56, 守卫者电子二极管
enderio:item_material:57, 信素磨珠
enderio:item_material:58, 末影磨珠
enderio:item_material:59, 流明磨珠
enderio:item_material:60, 红石过滤器基板
enderio:item_material:61, 混乱粉
enderio:item_material:62, 末影碎片
enderio:item_material:63, 凋零尘
enderio:item_material:64, 远程接入升级
enderio:item_material:65, 无线能量传输蝶形集成元件
enderio:item_material:66, 末影钢机器框架
enderio:item_material:67, 强化涂料
enderio:item_material:68, 强化机器零件
enderio:item_material:69, 简易机器零件
enderio:item_material:70, 蛋糕底座
enderio:item_material:71, 无尽之杆
enderio:item_material:72, 釉制地狱砖
enderio:item_material:73, 玄钢齿轮
enderio:item_material:74, 魂金粉
enderio:item_material:75, 无尽试剂
enderio:item_material:76, 粘土荧石粉
enderio:item_material:77, 黑纸
enderio:item_material:78, 动物标记徽章
enderio:item_material:79, 怪物标记徽章
enderio:item_material:80, 玩家标记徽章
enderio:item_material:81, 未烧制的死亡之瓮
enderio:item_broken_spawner:0, 破损的刷怪箱
enderio:block_infinity_fog:0, 基岩尘
enderio:block_infinity:0, 基岩粉块
enderio:block_infinity:1, 压缩基岩粉块
enderio:block_infinity:2, 二重压缩基岩粉块
enderio:block_holy_fog, 荧石纳米颗粒（旧）
enderio:block_holier_fog, 荧石纳米颗粒
enderio:block_dark_steel_anvil:0, 玄钢砧
enderio:block_dark_steel_anvil:1, 轻微损坏的玄钢砧
enderio:block_dark_steel_anvil:2, 严重损坏的玄钢砧
enderio:block_dark_paper_anvil:0, 黑纸砧
enderio:block_dark_paper_anvil:1, 轻微损坏的黑纸砧
enderio:block_dark_paper_anvil:2, 严重损坏的黑纸砧
enderio:block_dark_steel_ladder, 玄钢梯子
enderio:block_dark_iron_bars, 玄钢栏杆
enderio:block_dark_steel_trapdoor, 玄钢活板门
enderio:block_dark_steel_door, 玄钢门
enderio:block_reinforced_obsidian, 强化黑曜石
enderio:block_self_resetting_lever5, 自复原拉杆（5 秒）
enderio:block_self_resetting_lever10, 自复原拉杆（10 秒）
enderio:block_self_resetting_lever30, 自复原拉杆（30 秒）
enderio:block_self_resetting_lever60, 自复原拉杆（1 分钟）
enderio:block_self_resetting_lever300, 自复原拉杆（5 分钟）
enderio:block_self_resetting_lever5i, 反向自复原拉杆（5 秒）
enderio:block_self_resetting_lever10i, 反向自复原拉杆（10 秒）
enderio:block_self_resetting_lever30i, 反向自复原拉杆（30 秒）
enderio:block_self_resetting_lever60i, 反向自复原拉杆（1 分钟）
enderio:block_self_resetting_lever300i, 反向自复原拉杆（5 分钟）
enderio:block_decoration1:0, 机器框架（装饰方块）
enderio:block_decoration1:1, 空白机器（装饰方块）
enderio:block_decoration1:2, 机器顶面（装饰方块）
enderio:block_decoration1:3, 机器全侧面（装饰方块）
enderio:block_decoration1:4, 机器全背面（装饰方块）
enderio:block_decoration1:5, 机器侧面（装饰方块）
enderio:block_decoration1:6, 机器背面（装饰方块）
enderio:block_decoration1:7, 空白灵魂机器（装饰方块）
enderio:block_decoration1:8, 灵魂机器顶面（装饰方块）
enderio:block_decoration1:9, 灵魂机器侧面（装饰方块）
enderio:block_decoration1:10, 灵魂机器背面（装饰方块）
enderio:block_decoration1:11, 灵魂机器全侧面（装饰方块）
enderio:block_decoration1:12, 灵魂机器全背面（装饰方块）
enderio:block_decoration1:13, 红色机器（装饰方块）
enderio:block_decoration1:14, 破损的刷怪箱（装饰方块）
enderio:block_decoration1:15, 透明方块（装饰方块）
enderio:block_decoration2:0, 合金炉（装饰方块）
enderio:block_decoration2:1, 物品缓存器（装饰方块）
enderio:block_decoration2:2, 能量缓存器（装饰方块）
enderio:block_decoration2:3, 多功能缓存器（装饰方块）
enderio:block_decoration2:4, 创造模式缓存器（装饰方块）
enderio:block_decoration2:5, 合成器（装饰方块）
enderio:block_decoration2:6, 喷涂机（装饰方块）
enderio:block_decoration2:7, 能量监控器（装饰方块）
enderio:block_decoration2:8, SAG 磨粉机（装饰方块）
enderio:block_decoration2:9, 头颅装配机（装饰方块）
enderio:block_decoration2:10, 斯特林发电机（装饰方块）
enderio:block_decoration2:11, 流体储罐（装饰方块）
enderio:block_decoration2:12, 高压流体储罐（装饰方块）
enderio:block_decoration2:13, 旅行锚（装饰方块）
enderio:block_decoration2:14, 虚空箱子（装饰方块）
enderio:block_decoration2:15, 无线充能器（装饰方块）
enderio:block_decoration3:0, 虚空经验箱（装饰方块）
enderio:block_decoration3:1, 简易合金炉（装饰方块）
enderio:block_decoration3:2, 简易斯特林发电机（装饰方块）
enderio:block_decoration3:3, 有线充能器（装饰方块）
enderio:block_decoration3:4, 简易 SAG 磨粉机（装饰方块）
enderio:block_industrial_insulation, 工业隔离方块
enderio:block_end_iron_bars, 末影钢栏杆
enderio:block_confusion_charge, 混乱炸药
enderio:block_concussion_charge, 震荡炸药
enderio:block_ender_charge, 末影炸药
enderio:block_painted_slab, 喷涂台阶
enderio:block_painted_stone_slab, 喷涂石台阶
enderio:block_painted_pressure_plate:1, 木质压力板（无声）
enderio:block_painted_pressure_plate:3, 石质压力板（无声）
enderio:block_painted_pressure_plate:5, 测重压力板（重质）（无声）
enderio:block_painted_pressure_plate:7, 测重压力板（轻质）（无声）
enderio:block_painted_pressure_plate:8, 玄钢压力板
enderio:block_painted_pressure_plate:9, 玄钢压力板（无声）
enderio:block_painted_pressure_plate:10, 魂金压力板
enderio:block_painted_pressure_plate:11, 魂金压力板（无声）
enderio:block_painted_pressure_plate:12, 魂金压力板（已配置）
enderio:block_painted_pressure_plate:13, 魂金压力板（已配置）（无声）
enderio:block_painted_wooden_door, 喷涂木门
enderio:block_painted_iron_door, 喷涂铁门
enderio:block_painted_dark_steel_door, 喷涂玄钢门
enderio:block_exit_rail, 卸货铁轨
enderio:item_conduit_probe:0, 导管探测器
enderio:item_yeta_wrench, 以太扳手
enderio:item_xp_transfer:0, 经验棒
enderio:item_cold_fire_igniter, 寒焰打火石
enderio:item_coord_selector, 坐标选择仪
enderio:item_location_printout, 坐标记录
enderio:item_travel_staff:0, 旅行权杖
enderio:item_travel_staff:0, 旅行权杖
enderio:item_rod_of_return:0, 折返权杖
enderio:item_rod_of_return:0, 折返权杖
enderio:item_magnet:0, 电磁铁
enderio:item_magnet:0, 电磁铁
enderio:block_enderman_skull:0, 末影人头颅
enderio:block_enderman_skull:2, 禁锢末影人头颅
enderio:item_ender_food:0, “末影麦片”
enderio:item_basic_item_filter:0, 基础物品过滤器
enderio:item_advanced_item_filter:0, 高级物品过滤器
enderio:item_limited_item_filter:0, 限制物品过滤器
enderio:item_big_item_filter:0, 大型物品过滤器
enderio:item_big_advanced_item_filter:0, 高级大型物品过滤器
enderio:item_existing_item_filter:0, 现有物品过滤器
enderio:item_mod_item_filter:0, 模组物品过滤器
enderio:item_power_item_filter:0, 充能物品过滤器
enderio:item_soul_filter_normal:0, 灵魂物品过滤器
enderio:item_soul_filter_big:0, 大型灵魂物品过滤器
enderio:item_enchantment_filter_normal:0, 附魔物品过滤器
enderio:item_enchantment_filter_big:0, 大型附魔物品过滤器
enderio:item_fluid_filter:0, 基础流体过滤器
enderio:item_redstone_not_filter:0, 非门红石过滤器
enderio:item_redstone_or_filter:0, 或门红石过滤器
enderio:item_redstone_and_filter:0, 与门红石过滤器
enderio:item_redstone_nor_filter:0, 或非门红石过滤器
enderio:item_redstone_nand_filter:0, 与非门红石过滤器
enderio:item_redstone_xor_filter:0, 异或门红石过滤器
enderio:item_redstone_xnor_filter:0, 同或门红石过滤器
enderio:item_redstone_toggle_filter:0, 锁存红石过滤器
enderio:item_redstone_counting_filter:0, 计次红石过滤器
enderio:item_redstone_sensor_filter:0, 感应红石过滤器
enderio:item_redstone_timer_filter:0, 计时红石过滤器
enderio:block_fused_quartz:0, 石英玻璃
enderio:block_fused_quartz:1, 石英玻璃
enderio:block_fused_quartz:2, 石英玻璃
enderio:block_fused_quartz:3, 石英玻璃
enderio:block_fused_quartz:4, 石英玻璃
enderio:block_fused_quartz:5, 石英玻璃
enderio:block_fused_quartz:6, 石英玻璃
enderio:block_fused_quartz:7, 石英玻璃
enderio:block_fused_quartz:8, 石英玻璃
enderio:block_fused_quartz:9, 石英玻璃
enderio:block_fused_quartz:10, 石英玻璃
enderio:block_fused_quartz:11, 石英玻璃
enderio:block_fused_quartz:12, 石英玻璃
enderio:block_fused_quartz:13, 石英玻璃
enderio:block_fused_quartz:14, 石英玻璃
enderio:block_fused_quartz:15, 石英玻璃
enderio:block_fused_glass:0, 纯净玻璃
enderio:block_fused_glass:1, 纯净玻璃
enderio:block_fused_glass:2, 纯净玻璃
enderio:block_fused_glass:3, 纯净玻璃
enderio:block_fused_glass:4, 纯净玻璃
enderio:block_fused_glass:5, 纯净玻璃
enderio:block_fused_glass:6, 纯净玻璃
enderio:block_fused_glass:7, 纯净玻璃
enderio:block_fused_glass:8, 纯净玻璃
enderio:block_fused_glass:9, 纯净玻璃
enderio:block_fused_glass:10, 纯净玻璃
enderio:block_fused_glass:11, 纯净玻璃
enderio:block_fused_glass:12, 纯净玻璃
enderio:block_fused_glass:13, 纯净玻璃
enderio:block_fused_glass:14, 纯净玻璃
enderio:block_fused_glass:15, 纯净玻璃
enderio:block_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_holy_fused_quartz:0, 石英玻璃
enderio:block_holy_fused_quartz:1, 石英玻璃
enderio:block_holy_fused_quartz:2, 石英玻璃
enderio:block_holy_fused_quartz:3, 石英玻璃
enderio:block_holy_fused_quartz:4, 石英玻璃
enderio:block_holy_fused_quartz:5, 石英玻璃
enderio:block_holy_fused_quartz:6, 石英玻璃
enderio:block_holy_fused_quartz:7, 石英玻璃
enderio:block_holy_fused_quartz:8, 石英玻璃
enderio:block_holy_fused_quartz:9, 石英玻璃
enderio:block_holy_fused_quartz:10, 石英玻璃
enderio:block_holy_fused_quartz:11, 石英玻璃
enderio:block_holy_fused_quartz:12, 石英玻璃
enderio:block_holy_fused_quartz:13, 石英玻璃
enderio:block_holy_fused_quartz:14, 石英玻璃
enderio:block_holy_fused_quartz:15, 石英玻璃
enderio:block_holy_fused_glass:0, 纯净玻璃
enderio:block_holy_fused_glass:1, 纯净玻璃
enderio:block_holy_fused_glass:2, 纯净玻璃
enderio:block_holy_fused_glass:3, 纯净玻璃
enderio:block_holy_fused_glass:4, 纯净玻璃
enderio:block_holy_fused_glass:5, 纯净玻璃
enderio:block_holy_fused_glass:6, 纯净玻璃
enderio:block_holy_fused_glass:7, 纯净玻璃
enderio:block_holy_fused_glass:8, 纯净玻璃
enderio:block_holy_fused_glass:9, 纯净玻璃
enderio:block_holy_fused_glass:10, 纯净玻璃
enderio:block_holy_fused_glass:11, 纯净玻璃
enderio:block_holy_fused_glass:12, 纯净玻璃
enderio:block_holy_fused_glass:13, 纯净玻璃
enderio:block_holy_fused_glass:14, 纯净玻璃
enderio:block_holy_fused_glass:15, 纯净玻璃
enderio:block_holy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_holy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_holy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_holy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_unholy_fused_quartz:0, 石英玻璃
enderio:block_unholy_fused_quartz:1, 石英玻璃
enderio:block_unholy_fused_quartz:2, 石英玻璃
enderio:block_unholy_fused_quartz:3, 石英玻璃
enderio:block_unholy_fused_quartz:4, 石英玻璃
enderio:block_unholy_fused_quartz:5, 石英玻璃
enderio:block_unholy_fused_quartz:6, 石英玻璃
enderio:block_unholy_fused_quartz:7, 石英玻璃
enderio:block_unholy_fused_quartz:8, 石英玻璃
enderio:block_unholy_fused_quartz:9, 石英玻璃
enderio:block_unholy_fused_quartz:10, 石英玻璃
enderio:block_unholy_fused_quartz:11, 石英玻璃
enderio:block_unholy_fused_quartz:12, 石英玻璃
enderio:block_unholy_fused_quartz:13, 石英玻璃
enderio:block_unholy_fused_quartz:14, 石英玻璃
enderio:block_unholy_fused_quartz:15, 石英玻璃
enderio:block_unholy_fused_glass:0, 纯净玻璃
enderio:block_unholy_fused_glass:1, 纯净玻璃
enderio:block_unholy_fused_glass:2, 纯净玻璃
enderio:block_unholy_fused_glass:3, 纯净玻璃
enderio:block_unholy_fused_glass:4, 纯净玻璃
enderio:block_unholy_fused_glass:5, 纯净玻璃
enderio:block_unholy_fused_glass:6, 纯净玻璃
enderio:block_unholy_fused_glass:7, 纯净玻璃
enderio:block_unholy_fused_glass:8, 纯净玻璃
enderio:block_unholy_fused_glass:9, 纯净玻璃
enderio:block_unholy_fused_glass:10, 纯净玻璃
enderio:block_unholy_fused_glass:11, 纯净玻璃
enderio:block_unholy_fused_glass:12, 纯净玻璃
enderio:block_unholy_fused_glass:13, 纯净玻璃
enderio:block_unholy_fused_glass:14, 纯净玻璃
enderio:block_unholy_fused_glass:15, 纯净玻璃
enderio:block_unholy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:2, 荧光纯净玻璃
